SupplierID,SupplierAddress,SupplierName,SupplierContactDetails,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,PhoneNumber,EmailAddress,City,Country,CountryCode,State,CustomerAddress,OrderDate,OrderID,ShipDate,ShipMode,Shipping,PostalCode,Sales,Quantity,Discount,CreditCardType,CreditCard,CustomerFeedback,LeadTime,CalcSales_NoDiscount,CalcSales_WithDiscount,Calculated_Total,Delay
616,001 Oak Valley Drive,Miboo,387-10-2825,3428,Mazda,MX-5,Fuscia,2010,736324.33,46122-500,Lindy Mountjoy,Female,Administrative Officer,251-544-7654,lmountjoyh3@w3.org,Mobile,United States,US,Alabama,1 Oriole Parkway,2019-01-11,60432-741,2019-01-13,Second Class,Air,36641,913702.08,1,0.57,mastercard,5048375915895014,Good,2,736324.33,316619.4619,316619.46,2
617,71 Hagan Drive,Miboo,284-95-0721,8007,Pontiac,Bonneville,Blue,1985,710786.2,42851-152,Thayne Skace,Male,Compensation Analyst,801-335-2729,tskaceh4@wordpress.com,Salt Lake City,United States,US,Utah,5 Helena Way,2018-08-28,51991-192,2019-03-19,Standard Class,Air,84199,780696.77,2,0.74,china-unionpay,5602259268461466806,Bad,203,1421572.4,369608.824,369608.82,203
618,017 Claremont Way,Voonder,603-50-4595,1233,Pontiac,G6,Yellow,2008,676145.9,59762-6722,Berny Haucke,Female,Automation Specialist IV,719-585-2765,bhauckeh5@nasa.gov,Pueblo,United States,US,Colorado,327 Debra Junction,2019-04-06,53057-010,2019-05-27,Same Day,Truck,81010,763541.16,2,0.43,jcb,3532308297948372,Bad,51,1352291.8,770806.3260000001,770806.33,51
619,34 8th Way,Edgeblab,715-01-3090,2741,Mazda,Familia,Orange,1990,643597.88,50573-3560,Pren Rosser,Male,Administrative Officer,716-117-9706,prosserh6@oracle.com,Buffalo,United States,US,New York,26 Gina Street,2019-01-26,55315-189,2019-04-23,Second Class,Truck,14269,958248.92,1,0.66,visa-electron,4405557582971992,Bad,87,643597.88,218823.2792,218823.28,87
620,07 Glendale Park,Yoveo,880-42-1897,1672,Chevrolet,Vega,Yellow,1971,727957.25,0378-4513,Cristen Sainthill,Female,Account Representative II,901-790-7873,csainthillh7@biblegateway.com,Memphis,United States,US,Tennessee,92 Sutherland Drive,2018-07-17,68788-9525,2019-04-24,First Class,Truck,38136,819739.38,1,0.81,americanexpress,337941340712719,Bad,281,727957.25,138311.87749999997,138311.88,281
621,5 Elmside Trail,Yakijo,395-15-2207,8962,Kia,Mentor,Yellow,1997,691360.54,68016-115,Gian Klementz,Male,Senior Cost Accountant,203-906-8874,gklementzh8@blogtalkradio.com,Stamford,United States,US,Connecticut,21277 Nancy Point,2018-07-22,63629-1595,2019-03-08,Same Day,Air,6912,835713.1,1,0.71,jcb,3583633409908909,Very Bad,229,691360.54,200494.55660000004,200494.56,229
622,9687 Weeping Birch Hill,Jabberbean,205-13-4102,3811,Morgan,Aero 8,Maroon,2007,532343.91,33261-158,Yorker Brewis,Male,Dental Hygienist,251-762-6091,ybrewish9@oracle.com,Mobile,United States,US,Alabama,68813 Sunfield Park,2019-02-26,58914-012,2019-06-06,Second Class,Air,36616,731079.94,2,0.32,americanexpress,374283207271446,Okay,100,1064687.82,723987.7176,723987.72,100
623,3 Walton Plaza,Yakidoo,420-88-5799,7790,Cadillac,CTS,Khaki,2010,673432.16,63736-013,Weston Wastie,Male,Technical Writer,309-672-2081,wwastieha@surveymonkey.com,Peoria,United States,US,Illinois,11784 Orin Road,2018-12-06,50742-109,2019-04-03,Same Day,Air,61629,834043.02,2,0.4,jcb,3587730972322694,Okay,118,1346864.32,808118.5920000001,808118.59,118
624,830 Swallow Center,Skimia,566-64-1055,6991,Kia,Rondo,Khaki,2008,589048.72,51531-5397,Laryssa Beachem,Female,Computer Systems Analyst I,352-830-3670,lbeachemhb@imdb.com,Gainesville,United States,US,Florida,8 Ludington Hill,2018-10-24,43857-0337,2019-04-29,First Class,Truck,32610,735522.76,2,0.58,jcb,3581073641261258,Very Good,187,1178097.44,494800.9248,494800.92,187
626,02 Jay Hill,Camimbo,498-21-3639,6019,Mercedes-Benz,400E,Violet,1993,785365.82,54162-004,Kacie Sheer,Female,Senior Developer,303-348-1911,ksheerhd@bigcartel.com,Aurora,United States,US,Colorado,552 Eagan Parkway,2018-12-04,59535-1051,2019-01-04,Standard Class,Truck,80045,712230.24,2,0.38,mastercard,5010121568974746,Okay,31,1570731.64,973853.6168,973853.62,31
628,67 Montana Drive,Leexo,102-08-2843,9509,Volkswagen,Eos,Indigo,2011,679361.6,0615-1590,Gregoor Harries,Male,Quality Engineer,540-852-7556,gharrieshf@apple.com,Roanoke,United States,US,Virginia,476 Sunnyside Point,2019-03-18,36987-1245,2019-04-07,Standard Class,Air,24029,806673.24,2,0.54,laser,6304556140264897,Very Good,20,1358723.2,625012.6719999999,625012.67,20
629,13370 Warbler Place,Mynte,587-21-7915,6381,Pontiac,6000,Yellow,1985,528568.02,61995-0212,Adelheid Edgeley,Female,VP Product Management,719-256-4587,aedgeleyhg@godaddy.com,Colorado Springs,United States,US,Colorado,267 Dunning Pass,2019-01-08,49230-203,2019-03-04,Same Day,Truck,80915,775664.96,1,0.62,jcb,3550678970896495,Okay,55,528568.02,200855.8476,200855.85,55
630,32 Scott Place,Camido,410-38-2403,8122,Gmc,Acadia,Teal,2007,782455.31,21695-975,Mirna Seedhouse,Female,Business Systems Development Analyst,212-254-7773,mseedhousehh@google.com.br,New York City,United States,US,New York,8320 Garrison Center,2018-07-04,55319-050,2019-05-07,Same Day,Truck,10184,786369.5,2,0.67,jcb,3566258686143490,Good,307,1564910.62,516420.5046,516420.5,307
631,8201 Mayfield Terrace,Pixonyx,333-35-1831,6869,Mitsubishi,Challenger,Violet,1997,640079.55,36987-2202,Wanda Turton,Female,Biostatistician IV,239-266-4138,wturtonhi@sitemeter.com,Lehigh Acres,United States,US,Florida,6803 Kings Junction,2019-01-03,55154-5705,2019-05-01,Second Class,Air,33972,888587.82,2,0.73,diners-club-enroute,201546467789482,Very Good,118,1280159.1,345642.95700000005,345642.96,118
632,1851 Eggendart Junction,Kwilith,722-35-8776,6594,Suzuki,Sidekick,Blue,1998,501184.47,63044-203,Vivien Roelvink,Female,Junior Executive,559-459-5176,vroelvinkhj@netscape.com,Visalia,United States,US,California,46318 John Wall Terrace,2018-08-20,98132-2132,2019-02-18,Standard Class,Truck,93291,938110.31,1,0.29,maestro,67637972100724186,Very Bad,182,501184.47,355840.9737,355840.97,182
633,82217 Anthes Point,Tambee,467-58-5023,8294,Cadillac,XLR-V,Maroon,2006,608757.83,0781-5949,Gretta Gencke,Female,Research Nurse,215-475-1382,ggenckehk@icq.com,Philadelphia,United States,US,Pennsylvania,31926 Golf View Park,2018-08-24,52959-655,2019-01-20,Standard Class,Truck,19146,839317.46,1,0.72,diners-club-carte-blanche,30086425588442,Bad,149,608757.83,170452.1924,170452.19,149
634,47 Acker Terrace,Jayo,121-93-3637,3329,Dodge,Ram Van 1500,Blue,1998,597985.7,41250-236,Cori Shillitoe,Female,Geologist II,559-979-3676,cshillitoehl@oakley.com,Fresno,United States,US,California,8 Meadow Vale Lane,2018-12-08,60512-6445,2019-03-19,Standard Class,Truck,93762,761974.18,2,0.9,visa-electron,4508687644496484,Very Bad,101,1195971.4,119597.13999999996,119597.14,101
635,9226 Randy Parkway,Skyvu,416-99-8611,765,Mazda,MX-5,Goldenrod,2005,783560.28,68180-750,Modestine Gruszczak,Female,Senior Quality Engineer,304-666-2523,mgruszczakhm@tuttocitta.it,Charleston,United States,US,West Virginia,4458 Hagan Court,2018-12-11,65044-0611,2019-03-27,Second Class,Air,25336,823774.58,2,0.37,visa-electron,4026831703037895,Good,106,1567120.56,987285.9528,987285.95,106
637,2 Roxbury Street,Youspan,193-29-6908,9632,Acura,TL,Mauv,2012,645509.45,36987-2177,Sindee Cholwell,Female,Financial Analyst,505-252-2910,scholwellho@mozilla.org,Albuquerque,United States,US,New Mexico,07035 Clemons Avenue,2019-03-25,61957-2150,2019-04-08,Same Day,Air,87201,778527.53,1,0.51,jcb,3566064348787900,Very Good,14,645509.45,316299.6305,316299.63,14
638,01 Shoshone Avenue,Buzzster,234-06-5587,7824,Pontiac,Firebird,Purple,1984,607372.3,0338-6307,Antonetta Ebden,Female,Mechanical Systems Engineer,818-248-5591,aebdenhp@webmd.com,Torrance,United States,US,California,53 Emmet Plaza,2018-11-18,57520-0638,2019-01-08,Second Class,Air,90510,761228.77,2,0.9,jcb,3551722737193017,Okay,51,1214744.6,121474.45999999998,121474.46,51
640,9 Fieldstone Trail,Tagcat,534-20-2530,3,Lexus,GX,Puce,2012,523494.53,52125-357,Kristian Mardall,Male,Paralegal,937-704-3099,kmardallhr@disqus.com,Dayton,United States,US,Ohio,0080 Katie Alley,2018-09-24,51386-400,2019-02-17,Second Class,Air,45432,789298.88,1,0.45,diners-club-carte-blanche,30139209174176,Very Bad,146,523494.53,287921.99150000006,287921.99,146
641,42865 Roxbury Court,Ozu,347-27-9394,449,Gmc,Savana 1500,Pink,2000,763216.32,50268-688,Tynan Oates,Male,Analyst Programmer,909-477-9059,toateshs@sina.com.cn,Riverside,United States,US,California,4224 Hoepker Place,2019-04-16,75847-9001,2019-04-18,Same Day,Truck,92505,924082.02,1,0.27,jcb,3570649947702658,Very Good,2,763216.32,557147.9136,557147.91,2
643,93 Bowman Pass,Twitterbridge,875-88-9905,3974,Volvo,V90,Maroon,1997,558527.72,68001-215,Eadith Khadir,Female,Senior Editor,203-527-2914,ekhadirhu@marriott.com,Bridgeport,United States,US,Connecticut,8788 Sugar Center,2019-04-28,59746-177,2019-05-29,Same Day,Truck,6673,977073.6,2,0.73,jcb,3570535336502470,Very Good,31,1117055.44,301604.96880000003,301604.97,31
644,0 Namekagon Hill,Flipopia,770-87-0912,7251,Jaguar,XJ Series,Crimson,2001,608076.0,62932-144,Miller Teenan,Male,Dental Hygienist,702-592-2211,mteenanhv@disqus.com,Las Vegas,United States,US,Nevada,62315 Summerview Alley,2018-09-25,61957-0001,2019-04-03,First Class,Air,89105,993765.47,2,0.64,visa,4041592053318,Bad,190,1216152.0,437814.72,437814.72,190
646,554 Green Drive,Divanoodle,652-18-3763,4449,Suzuki,SJ,Blue,1985,674310.63,63187-133,Hannie McLellan,Female,Business Systems Development Analyst,937-206-1580,hmclellanhx@un.org,Dayton,United States,US,Ohio,642 Swallow Court,2018-11-01,60505-2782,2019-03-10,First Class,Truck,45454,839486.16,2,0.9,jcb,3551817750842894,Very Bad,129,1348621.26,134862.12599999996,134862.13,129
647,56 Sauthoff Hill,Kazu,448-47-7655,7869,Lexus,CT,Purple,2012,577229.85,48951-7053,Derrik Emslie,Male,Database Administrator III,651-557-1718,demsliehy@imgur.com,Saint Paul,United States,US,Minnesota,7557 Mallory Circle,2018-06-26,43063-438,2019-02-03,Standard Class,Truck,55108,811231.72,1,0.36,maestro,630473917514241824,Good,222,577229.85,369427.104,369427.1,222
648,28381 Mesta Lane,Quimba,115-93-2377,5012,Land Rover,Discovery,Mauv,2012,543958.94,64764-151,Madelyn Hamal,Female,Engineer II,772-360-0041,mhamalhz@blog.com,Fort Pierce,United States,US,Florida,2 Arkansas Way,2018-08-05,59279-514,2019-04-16,First Class,Truck,34981,834407.25,2,0.33,jcb,3581496940944169,Bad,254,1087917.88,728904.9795999998,728904.98,254
650,80290 Gateway Parkway,Eidel,446-53-9144,5214,Chevrolet,Suburban 2500,Turquoise,2005,758169.67,58443-0024,Carol-jean Oxlade,Female,Junior Executive,937-829-5472,coxladei1@google.it,Dayton,United States,US,Ohio,68325 Morrow Center,2018-10-30,58517-360,2019-03-05,Second Class,Truck,45403,848589.35,1,0.69,jcb,3535778793740704,Very Bad,126,758169.67,235032.59770000004,235032.6,126
651,193 Kim Street,Devpoint,714-26-5098,1253,Maserati,Spyder,Fuscia,2004,770566.0,59779-101,Kelcie Scirman,Female,Marketing Assistant,202-253-3828,kscirmani2@dot.gov,Washington,United States,US,District of Columbia,32645 Crowley Avenue,2018-07-23,68645-021,2019-02-09,Standard Class,Truck,20540,730554.46,2,0.49,jcb,3556145695282025,Good,201,1541132.0,785977.3200000001,785977.32,201
654,00 Scoville Avenue,Eire,113-91-9167,5314,Mazda,CX-9,Violet,2012,642663.85,59115-056,Westley Prugel,Male,Sales Associate,417-222-7311,wprugeli5@facebook.com,Springfield,United States,US,Missouri,25 Morrow Plaza,2018-06-28,50268-061,2019-04-19,Standard Class,Truck,65805,805218.62,1,0.46,visa-electron,4508447828827958,Good,295,642663.85,347038.479,347038.48,295
655,2789 Muir Lane,Gabtype,763-90-7035,9213,Mazda,CX-7,Green,2007,529095.29,53808-0218,Jess Burchess,Male,Associate Professor,712-551-2600,jburchessi6@dailymail.co.uk,Sioux City,United States,US,Iowa,106 Redwing Parkway,2018-10-28,63629-3355,2019-02-26,Second Class,Truck,51110,808565.5,1,0.79,jcb,3584765022579524,Good,121,529095.29,111110.0109,111110.01,121
656,919 Lake View Place,Realblab,209-76-8535,1751,Geo,Tracker,Puce,1994,719508.53,66479-581,Murray Stiegers,Male,Tax Accountant,405-455-8082,mstiegersi7@exblog.jp,Oklahoma City,United States,US,Oklahoma,1 Grayhawk Pass,2019-04-01,52125-805,2019-04-29,Same Day,Air,73190,912639.03,2,0.28,diners-club-enroute,201690963150490,Okay,28,1439017.06,1036092.2832,1036092.28,28
658,85 Dexter Drive,Browsecat,157-75-3159,435,Hyundai,Veracruz,Mauv,2010,727063.16,60660-7786,Richy Louth,Male,Professor,646-558-3330,rlouthi9@blogspot.com,New York City,United States,US,New York,6546 Hazelcrest Plaza,2018-11-27,49738-178,2019-06-09,Standard Class,Truck,10060,952405.8,2,0.38,jcb,3554684356939624,Okay,194,1454126.32,901558.3184,901558.32,194
659,45 Forest Dale Circle,Chatterpoint,574-31-2723,7879,Infiniti,Q,Violet,2004,571919.96,49349-472,Daryl Haveline,Male,Associate Professor,386-518-3293,dhavelineia@cornell.edu,Daytona Beach,United States,US,Florida,0355 Oxford Alley,2019-01-31,54868-0113,2019-05-21,Same Day,Air,32128,998946.17,1,0.5,diners-club-enroute,201762730230408,Bad,110,571919.96,285959.98,285959.98,110
660,498 Fordem Center,Kwideo,378-01-2970,2912,Toyota,Corolla,Fuscia,2005,638644.35,35356-544,Avram Wallicker,Male,Compensation Analyst,607-884-5591,awallickerib@java.com,Elmira,United States,US,New York,63 Elgar Road,2018-07-09,0268-0710,2019-05-20,First Class,Truck,14905,872374.92,1,0.29,diners-club-us-ca,5511306297790646,Bad,315,638644.35,453437.4885,453437.49,315
661,2494 Almo Circle,Cogilith,322-62-8408,9827,Chevrolet,Camaro,Crimson,2002,568280.89,0268-6618,Marve Gaynsford,Male,Internal Auditor,334-997-2654,mgaynsfordic@lycos.com,Montgomery,United States,US,Alabama,43 Graedel Street,2019-03-28,63801-107,2019-04-10,First Class,Truck,36125,779286.32,2,0.86,americanexpress,374288385596886,Good,13,1136561.78,159118.6492,159118.65,13
663,5490 Atwood Hill,Yodoo,623-55-7805,8835,Honda,Ridgeline,Blue,2007,613830.05,43742-0185,Bailie GiacobbiniJacob,Male,Assistant Manager,405-228-7153,bgiacobbinijacobie@linkedin.com,Oklahoma City,United States,US,Oklahoma,303 Sunfield Pass,2018-12-29,0093-0132,2019-03-06,First Class,Air,73104,850717.71,1,0.74,visa,4041595597117839,Good,67,613830.05,159595.81300000002,159595.81,67
664,65984 Welch Junction,Livepath,516-33-1896,4195,Chevrolet,Suburban 1500,Orange,2004,515987.86,0363-0657,Othilie Caulwell,Female,VP Sales,520-414-6932,ocaulwellif@sfgate.com,Tucson,United States,US,Arizona,73 Waxwing Lane,2018-09-03,10631-093,2019-05-05,First Class,Truck,85720,863995.73,1,0.75,jcb,3541874256009695,Bad,244,515987.86,128996.965,128996.96,244
667,662 Arkansas Hill,Shufflebeat,109-67-3198,3341,Ford,Mustang,Yellow,1987,539008.1,58232-0024,Etienne Domnin,Male,Legal Assistant,847-452-6143,edomninii@rambler.ru,Chicago,United States,US,Illinois,20 Forest Dale Point,2018-12-20,36987-1208,2019-01-30,First Class,Air,60646,991577.15,1,0.9,jcb,3528742704940026,Very Bad,41,539008.1,53900.80999999998,53900.81,41
668,92 Novick Alley,Oyoyo,607-67-9078,9944,Gmc,1500,Turquoise,1997,636538.52,54575-338,Randi Reitenbach,Female,Research Associate,212-350-8606,rreitenbachij@wix.com,New York City,United States,US,New York,0 Arrowood Street,2018-10-06,0395-1207,2019-01-25,Same Day,Truck,10125,866464.78,1,0.58,jcb,3536750334089114,Very Good,111,636538.52,267346.17840000003,267346.18,111
669,6435 Brentwood Plaza,Eabox,267-61-5998,1411,Pontiac,Sunfire,Red,2004,708442.65,37808-595,Daniella Feirn,Female,Media Manager III,202-503-2973,dfeirnik@homestead.com,Washington,United States,US,District of Columbia,757 Knutson Avenue,2018-08-11,42346-200,2019-05-02,Same Day,Truck,20062,873317.0,2,0.61,jcb,3545985002061669,Bad,264,1416885.3,552585.267,552585.27,264
671,853 Dennis Court,Skynoodle,161-02-5895,9525,Dodge,Stratus,Green,2003,599204.35,11716-8653,Madelyn Feathersby,Female,Internal Auditor,321-243-9957,mfeathersbyim@qq.com,Melbourne,United States,US,Florida,3155 Clemons Terrace,2019-05-13,50458-178,2019-06-16,Same Day,Truck,32919,848990.62,2,0.66,switch,4911453881397553560,Very Bad,34,1198408.7,407458.9579999999,407458.96,34
673,43 Mallard Road,Abatz,348-62-6683,8849,Mercedes-Benz,W201,Red,1988,562065.32,68428-740,Richmound Woodger,Male,Staff Accountant I,859-780-0771,rwoodgerio@ovh.net,Lexington,United States,US,Kentucky,1895 Mitchell Way,2018-09-06,57520-0781,2019-03-07,First Class,Air,40596,978500.72,2,0.88,laser,6706531147396459,Very Bad,182,1124130.64,134895.6768,134895.68,182
674,14 Swallow Circle,Kare,895-97-2090,7252,Ford,F150,Pink,2004,632096.76,0363-0443,Sarine Curtain,Female,Media Manager IV,941-101-5303,scurtainip@latimes.com,Port Charlotte,United States,US,Florida,280 Warner Pass,2018-06-26,52654-0004,2019-05-07,Same Day,Truck,33954,850537.55,2,0.36,jcb,3571336411214951,Good,315,1264193.52,809083.8528,809083.85,315
675,93997 Kensington Point,Katz,825-05-0743,4282,Volvo,850,Orange,1994,529273.76,41250-117,Shadow Blaiklock,Male,Research Associate,212-787-4683,sblaiklockiq@myspace.com,New York City,United States,US,New York,5876 Corben Trail,2018-08-05,24208-732,2019-02-26,Standard Class,Truck,10275,818919.24,2,0.89,bankcard,5602233317419578,Okay,205,1058547.52,116440.2272,116440.23,205
676,61 Shopko Terrace,Livefish,446-22-1421,1781,Chevrolet,Metro,Turquoise,2000,784307.8,55118-545,Ward Burston,Male,Director of Sales,907-593-8008,wburstonir@deliciousdays.com,Anchorage,United States,US,Alaska,07 Sachtjen Road,2018-11-27,75862-021,2019-05-31,Standard Class,Air,99512,960701.39,2,0.88,jcb,3535099698527611,Very Bad,185,1568615.6,188233.872,188233.87,185
678,01667 2nd Junction,Linklinks,606-68-6621,9991,Lamborghini,Diablo,Teal,1991,616493.0,36987-2341,Alexander Chastang,Male,Graphic Designer,614-782-8409,achastangit@liveinternet.ru,Columbus,United States,US,Ohio,5 Annamark Junction,2019-03-01,68258-1972,2019-05-08,Same Day,Truck,43204,934482.24,2,0.38,jcb,3573136199270599,Good,68,1232986.0,764451.32,764451.32,68
679,57815 Express Center,Wikizz,325-86-3901,9015,Mercury,Mountaineer,Violet,2001,640766.85,55648-177,Agosto Amy,Male,Computer Systems Analyst IV,718-582-8080,aamyiu@google.co.uk,New York City,United States,US,New York,174 Northwestern Street,2018-07-09,50563-200,2019-04-21,Second Class,Truck,10009,773869.38,1,0.39,mastercard,5002355184236938,Very Good,286,640766.85,390867.7785,390867.78,286
680,568 Leroy Circle,Browsedrive,167-36-5788,3581,Buick,Skyhawk,Puce,1984,501528.57,52731-7003,Austen Crowter,Male,Budget/Accounting Analyst III,215-193-0911,acrowteriv@cbsnews.com,Philadelphia,United States,US,Pennsylvania,22710 Stuart Terrace,2018-07-24,11489-074,2019-04-14,First Class,Truck,19191,848881.86,2,0.85,jcb,3543496276704929,Good,264,1003057.14,150458.57100000005,150458.57,264
682,85530 Merchant Plaza,Gevee,601-73-5186,8735,Chrysler,Voyager,Goldenrod,2001,629728.76,0173-0756,Lane Lackner,Male,Budget/Accounting Analyst IV,518-297-7474,llacknerix@hc360.com,Albany,United States,US,New York,78462 Forster Avenue,2018-08-16,55154-2364,2019-03-04,First Class,Truck,12205,944911.41,2,0.57,jcb,3534212383238193,Bad,200,1259457.52,541566.7336,541566.73,200
684,2 Bluestem Center,Brightdog,535-02-7483,8374,Volvo,S60,Purple,2005,533164.04,63629-5013,Rickie Laingmaid,Male,Community Outreach Specialist,860-657-8323,rlaingmaidiz@ow.ly,Hartford,United States,US,Connecticut,4707 Katie Terrace,2018-11-20,0173-0842,2019-01-28,First Class,Air,6105,857224.85,2,0.87,diners-club-carte-blanche,30338741647273,Good,69,1066328.08,138622.6504,138622.65,69
687,3 Sutherland Center,Skinte,481-10-5521,8693,Gmc,Sierra 3500,Blue,2006,560424.0,0179-1804,Charmaine Agiolfinger,Female,Speech Pathologist,501-974-3049,cagiolfingerj2@cdbaby.com,North Little Rock,United States,US,Arkansas,78 Lakeland Crossing,2018-12-04,30142-246,2019-04-11,First Class,Truck,72118,733485.8,1,0.86,visa-electron,4026685575375100,Very Good,128,560424.0,78459.36,78459.36,128
688,505 Emmet Street,Edgepulse,392-60-3873,8087,Lexus,GS,Fuscia,2007,634610.93,59088-864,Chevalier Domenico,Male,Civil Engineer,312-708-1629,cdomenicoj3@omniture.com,Chicago,United States,US,Illinois,41981 Commercial Hill,2018-12-29,10578-004,2019-03-07,Standard Class,Air,60619,864404.36,2,0.42,jcb,3540949688580801,Good,68,1269221.86,736148.6788000001,736148.68,68
689,908 Glacier Hill Place,Twinte,144-59-9212,9547,Toyota,Paseo,Aquamarine,1993,708992.48,58668-4281,Inga Emby,Female,Graphic Designer,719-896-0684,iembyj4@e-recht24.de,Pueblo,United States,US,Colorado,67639 Bartelt Hill,2019-04-16,43063-354,2019-05-18,Same Day,Truck,81015,808171.21,2,0.32,jcb,3572280201932290,Okay,32,1417984.96,964229.7728,964229.77,32
690,4 Helena Plaza,Gabcube,711-14-0177,544,Bmw,M6,Yellow,2010,595539.97,0173-0772,Cheston Sweating,Male,GIS Technical Architect,843-498-9975,csweatingj5@slate.com,Charleston,United States,US,South Carolina,64997 Vidon Way,2019-01-23,50988-177,2019-05-30,Standard Class,Truck,29424,936232.58,1,0.55,jcb,3561376306941799,Bad,127,595539.97,267992.98649999994,267992.99,127
